,id,name,genus,family,ecology,countries,threat_paragraph,conservation_paragraph,pop_trend,status,country_count,scientific_name
3541,3541,nan,Pavetta,Rubiaceae,Terrestrial,Cameroon; ,"
    A. Davis (pers. comm. 2003) reports that much, perhaps most, of the crater forest of Barombi Mbo has been cleared.

    
  ","['\n    Kodmin, in the heart of the Bakossi Mts, with three collections, has the densest subpopulation of ', <em>Pavetta muiriana</em>, ' and is the logical site from which to conduct a demographic survey that will also quantify individuals of this taxon, to provide data for a management plan.\n\n    \n  ']",Decreasing,"
    Endangered


    B2ab(iii)

    ",1,Pavetta muiriana
3542,3542,nan,Andropogon,Gramineae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Andropogon lanuginosus
3543,3543,nan,Andropogon,Gramineae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Andropogon scabriglumis
3544,3544,nan,Bothriochloa,Gramineae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Bothriochloa campii
3545,3545,nan,Calamagrostis,Gramineae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Calamagrostis brevipaleata
3546,3546,nan,Festuca,Gramineae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Festuca densipaniculata
3547,3547,nan,Muhlenbergia,Gramineae,,Ecuador; ,,,,"
    Endangered


    A4c; B1ab(iii)

    ",1,Muhlenbergia palmirensis
3548,3548,nan,Neurolepis,Gramineae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Neurolepis elata
3549,3549,nan,Panicum,Gramineae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Panicum acostia
3550,3550,nan,Paspalum,Gramineae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Paspalum azuayense
3551,3551,nan,Paspalum,Gramineae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Paspalum soboliferum
3552,3552,nan,Pharus,Gramineae,,Ecuador; ,,,,"
    Endangered


    A4c; B1ab(iii)

    ",1,Pharus ecuadoricus
3553,3553,nan,Uniola,Gramineae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Uniola condensata
3554,3554,nan,Cobaea,Cobaeaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Cobaea aequatoriensis
3555,3555,nan,Cobaea,Cobaeaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Cobaea campanulata
3556,3556,nan,Monnina,Polygalaceae,,Ecuador; ,,,,"
    Endangered


    A4c; B1ab(iii)

    ",1,Monnina haughtii
3557,3557,nan,Monnina,Polygalaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Monnina sodiroana
3558,3558,nan,Anemone,Ranunculaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Anemone jamesonii
3559,3559,nan,Arachnothryx,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Arachnothryx fosbergii
3560,3560,nan,Cinchona,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Cinchona mutisii
3561,3561,nan,Galium,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Galium ecuadoricum
3562,3562,flying minnow,Laubuca,Cyprinidae,Freshwater,Cambodia; Lao People's Democratic Republic; Thailand; ,"
    Habitat degradation in Thai rivers and marshland. Future Mekong mainstream dams are thought likely to impact the species; populations from impounded parts of the Chao Phraya basin in Thailand have been lost.

    
  ",['\n    Further information needed on species distributions and ecology is needed in order to protect habitats.\n\n    \n  '],Decreasing,"
    Endangered


    A2ac

    ",3,Laubuca caeruleostigmata
3563,3563,nan,Galium,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Galium fosbergii
3564,3564,nan,Hoffmannia,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Hoffmannia ecuatoriana
3565,3565,nan,Joosia,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Joosia aequatoria
3566,3566,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia ledifolia
3567,3567,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia macbrydeana
3568,3568,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia medusa
3569,3569,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia nasella
3570,3570,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia oligantha
3571,3571,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia ombrophila
3572,3572,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia onaensis
3573,3573,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia pailasana
3574,3574,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia pilaloensis
3575,3575,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia prietoi
3576,3576,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia prominens
3577,3577,nan,Manettia,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Manettia angamarcensis
3578,3578,nan,Manettia,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    A4c; B1ab(iii)

    ",1,Manettia skutchii
3579,3579,nan,Manettia,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Manettia teresitae
3580,3580,nan,Palicourea,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    B2ab(iii)

    ",1,Palicourea fuchsioides
3581,3581,nan,Palicourea,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Palicourea heilbornii
3582,3582,nan,Pentagonia,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Pentagonia involucrata
3583,3583,nan,Psychotria,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Psychotria madida
3584,3584,nan,Psychotria,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Psychotria rimbachii
3585,3585,nan,Randia,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    A4c; B1ab(iii)

    ",1,Randia carlosiana
3586,3586,nan,Rustia,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Rustia bilsana
3587,3587,nan,Stilpnophyllum,Rubiaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Stilpnophyllum grandifolium
3588,3588,nan,Erythrochiton,Rutaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Erythrochiton giganteus
3589,3589,nan,Meliosma,Meliosmaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Meliosma littlei
3590,3590,nan,Allophylus,Sapindaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Allophylus dodsonii
3591,3591,nan,Chimborazoa,Sapindaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Chimborazoa lachnocarpa
3592,3592,nan,Serjania,Sapindaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Serjania brevipes
3593,3593,nan,Talisia,Sapindaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Talisia setigera
3594,3594,nan,Calceolaria,Scrophulariaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Calceolaria australis
3595,3595,nan,Calceolaria,Scrophulariaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Calceolaria bentae
3596,3596,nan,Calceolaria,Scrophulariaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Calceolaria commutata
3597,3597,nan,Calceolaria,Scrophulariaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Calceolaria frondosa
3598,3598,nan,Calceolaria,Scrophulariaceae,,Ecuador; ,,,,"
    Endangered


    B2ab(iii)

    ",1,Calceolaria gossypina
3599,3599,nan,Calceolaria,Scrophulariaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Calceolaria grandiflora
3600,3600,nan,Calceolaria,Scrophulariaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Calceolaria lavandulifolia
3601,3601,nan,Calceolaria,Scrophulariaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Calceolaria martinezii
3602,3602,nan,Calceolaria,Scrophulariaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Calceolaria obtusa
3603,3603,nan,Calceolaria,Scrophulariaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Calceolaria odontophylla
3604,3604,nan,Calceolaria,Scrophulariaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Calceolaria platyzyga
3605,3605,nan,Calceolaria,Scrophulariaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Calceolaria semiconnata
3606,3606,nan,Psychotria,Rubiaceae,Terrestrial,Cameroon; ,"
    Threatened by clearance for agriculture.

    
  ","['\n    It is recommended that attempts be made to rediscover this rare species at Bakossi and to educate local villages as to the importance of its conservation. See also the comments made for ', <em>P. minimicalyx</em>, '. It is assumed that neither of the Bakossi sites can be formally protected due to their low altitude.\n\n    \n  ']",Unknown,"
    Endangered


    B2ab(iii)

    ",1,Psychotria densinervia
3607,3607,nan,Psydrax,Rubiaceae,Terrestrial,Cameroon; ,"
    Clearance for agriculture and wood. Both sites, near Kupe village and Nyasoso, are on the edge of cultivated land. Further clearance for agriculture could result in extinction of this species.

    
  ","['\n    A survey to rediscover the species should be conducted urgently. The Bakossi public should be informed of the uniqueness of these rare trees, and to help ensure their survival. New protected areas in Bakossi are likely to help secure the future of this tree species.\n\n    \n  ']",Decreasing,"
    Endangered


    B2ab(iii)

    ",1,Psydrax bridsoniana
3608,3608,nan,Rothmannia,Rubiaceae,Terrestrial,Cameroon; ,"
    Forest clearance even on a local scale, of a fraction of a hectare, if coinciding with one of the sites of this species, could reduce or destroy a subpopulation. Placement of a proposed new reservoir near Kodmin should be done with caution!

    
  ",['\n    Plant material has already been used by the management team of Banyang Mbo to promote public awareness and pride in this very local and spectacular species. This could be emulated in the Kodmin area. Survey teams in explored parts of Bakossi should look out for new sites for this plant.\n\n    \n  '],Decreasing,"
    Endangered


    B2ab(iii)

    ",1,Rothmannia ebamutensis
3609,3609,nan,Sabicea,Rubiaceae,Terrestrial,Cameroon; Nigeria; ,"
    Threatened by forest clearance for agriculture and wood, particularly at Oban and at Mokoko F.R.

    
  ","['\n    A survey to rediscover plants of this taxon at the known sites and gather the usual data on each of the subpopulations is recommended. The site at Kodmin, assuming that it is not affected by a proposed reservoir scheme, is particularly secure, being remote from human habitation.\n\n    \n  ']",Decreasing,"
    Endangered


    B2ab(iii)

    ",2,Sabicea xanthotricha
3610,3610,nan,Tricalysia,Rubiaceae,Terrestrial,Cameroon; ,"
    Areas to the north and east of Banyang Mbo are being deforested for agriculture and the area where the species occurs is vulnerable to logging. Once that occurs the area would be opened up to agricultural expansion.

    
  ","['\n    Surveys are required to locate more plants and sites for ', <em>T. lejolyana</em>, ', otherwise it might have to be reassessed as Critically Endangered.\n\n    \n  ']",Unknown,"
    Endangered


    D

    ",1,Tricalysia lejolyana
3611,3611,nan,Placodiscus,Sapindaceae,Terrestrial,Cameroon; Central African Republic; Gabon; ,"
    Threatened by forest clearance for logging, followed by agriculture and urbanization (Libreville site).

    
  ","['\n    A revision of the species of ', <em>Placodiscus</em>, ', many of which are poorly known, would result in a better understanding of their geographic ranges and identification. From the available evidence Gabon, with two known sites, most warrants concentration of resources in conserving this poorly known species. A survey is advised to rediscover the plant there, and gather demographic data to aid formulate a management plan. Currently, the species is only known to be protected at its Korup site.\n\n    \n  ']",Decreasing,"
    Endangered


    B2ab(iii)

    ",3,Placodiscus caudatus
3612,3612,nan,Rinorea,Violaceae,Terrestrial,Cameroon; ,"
    In Bakossi, its habitat is threatened by continued sporadic illegal logging operations.

    
  ",['\n    Formal protection of the Bakossi Mts Forests may help preserve this species; further populations should be sought for in the currently protected Banyang Mbo area.\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(iii)

    ",1,Rinorea fausteana
3613,3613,nan,Floscopa,Commelinaceae,Terrestrial,Cameroon; Nigeria; ,,"['\n    It i-s not clear that any of the sites for this species are currently gazetted as protected: this should be rectified if possible, and if governmental protection cannot be secured, efforts should be made to invoke protection from local communities. Ngomboaku, where the species was seen recently at a site that is easily revisited, might be a suitable focus for conservation efforts of ', <em>F. mannii</em>, '.\n\n    \n  ']",Decreasing,"
    Endangered


    B2ab(iii)

    ",2,Floscopa mannii
3614,3614,nan,Hypolytrum,Cyperaceae,Terrestrial,Cameroon; ,"
    Localised encroachment of small-scale agriculture along the paths from which the 2 collections were made threaten these populations, though this is limited at present.

    
  ","['\n    Further investigation of sedge taxa in the montane forest of the Bakossi Mts may reveal further populations which are less threatened by agricultural encroachment. Care should be taken to separate this species from the superficially similar ', <em>H. subcompositus</em>, '.\n\n    \n  ']",,"
    Endangered


    B2ab(iii)

    ",1,Hypolytrum pseudomapanioides
