Scientific Name, Nickname, Common Name, Kingdom, Phylum, Class, Order, Family, Genus, Size, Threats, Conservation, Threat Keywords, Conservation Keywords, tCount, cCount
Plantae,Tabernaemontana persicariifolia,Tabernaemontana (Tabernaemontana persicariifolia),Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Tabernaemontana (1),,[],[] , , ,0,0
Plantae,Tabernaemontana muricata,Tabernaemontana (Tabernaemontana muricata),Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynacae,Tabernaemontana (1),,[],[] , , ,0,0
Animalia,Dicrurus menagei,Tablas drongo (Dicrurus menagei),Animalia,Chordata,Aves,Passeriformes,Dicruridae,Dicrurus (1),,[],[] , , ,0,0
Animalia,Acrocephalus caffer,Tahiti reed-warbler (Acrocephalus caffer),Animalia,Chordata,Aves,Passeriformes,Sylviidae,Acrocephalus (1),Length: 17 â 19 cm (2),The Tahiti reed-warbler is restricted to only one island which makes it very vulnerable to a number of threats and its disappearance from three other Society Islands (Moorea Huahine and Raiatea) in the past show the warbler\xe2\x80\x99s susceptibility to extinction (2). At present it is estimated that there are only a few hundred individuals remaining and these are threatened by habitat alteration and disturbance as a result of an invasive weed bamboo harvesting road and dam construction and four-wheel drive vehicles (2). It is very likely that the Tahiti reed-warbler is also affected by introduced species such as the black rat and the common myna which may compete for nesting sites (2).,Luckily despite this bird\xe2\x80\x99s rarity and possible threats numbers of the Tahiti reed-warbler are thought to be stable. However it is important that surveys are undertaken to determine whether this is correct and also to monitor the effect that introduced species and habitat degradation has on this rare song-bird (4). ,invasive;pet; , ,2,0
Plantae,Chamaecyparis formosensis,Taiwan cypress (Chamaecyparis formosensis),Plantae,Tracheophyta,Coniferopsida,Coniferales,Cupressaceae,Chamaecyparis (1),,[],[] , , ,0,0
Plantae,Calocedrus formosana,Taiwan incense-cedar (Calocedrus formosana),Plantae,Tracheophyta,Coniferopsida,Coniferales,Cupressaceae,Calocedrus (1),,[],[] , , ,0,0
Porphyrio mantelli,Porphyrio hochstetteri,Takahe (Porphyrio hochstetteri),Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio (1),Female weight: 2.3 kg (2)Male weight: 2.7 kg (2)Length: 63 cm (2),When Europeans arrived in New Zealand the pressures on New Zealand's previously isolated and mammal-free fauna and flora intensified. When 'rediscovered' in 1948 just 250 to 300 takahe survived and the population has undergone further declines since that time (3). Habitat modification and the introduction of predators such as dogs to lowland habitats were significant in the decline of takahe numbers although these birds were probably never particularly numerous (6). More recently harsh winters (3) and competition for grass tussocks with introduced red deer (<em>Cervus elaphus</em>) (6) have caused great fluctuations in the precarious populations that remain; predation by the introduced stoat (<em>Mustela erminea</em>) may also have taken its toll (3).,After the species was rediscovered a special area was set up within Fiordland National Park in order to conserve this rare bird. Deer have been controlled in the area and the habitat has started to show signs of recovery although takahe numbers remain low (7). The New Zealand Department of Conservation's Takahe Recovery Plan began to introduce pairs to predator-free islands in 1985 (4) (7). These birds have been extensively managed and measures such as supplementary feeding and captive breeding have helped to produce successful populations (3). The Recovery Plan is currently being revised but the long-term aim is to produce two self-sustaining populations containing 100 pairs each; one in Fiordland and one on the offshore islands and other lowland habitats (6). Takahe numbers reached a low of just 118 birds in 1982 but thanks to concerted conservation efforts the population now stands at 242 individuals (6). ,pet; ,captive breeding; ,1,1
Plantae,Takhtajania perrieri,Takhtajania (Takhtajania perrieri),Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Winteraceae,Takhtajania (1),,[],[] , , ,0,0
Animalia,Gymnocrex talaudensis,Talaud rail (Gymnocrex talaudensis),Animalia,Chordata,Aves,Gruiformes,Rallidae,Gymnocrex (1),Length: 33 - 35 cm (2)Bill length: 5.8 cm (3),Possible threats to the Talaud rail include hunting by locals predation by rats and habitat loss caused by agricultural development commercial timber and mineral extraction (2).\xa0,There are currently no conservation measures specifically targeting the Talaud rail. This species occurs in the Karakelang Wildlife Reserve but there is currently little effort to manage this site. A four-year project by the Global Environment Facility (GEF) is underway to introduce measures of protection. In 1995 a programme was launched to promote conservation awareness and fieldwork on the island and this is still ongoing (2). ,loss;hunting; ,protected; ,2,1
Plantae,Talisia setigera,Talisia (Talisia setigera),Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Talisia (1),,[],[] , , ,0,0
Magueyito,Ariocarpus agavoides,Tamaulipas living rock cactus (Ariocarpus agavoides),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Ariocarpus (1),Ariocarpus (1),[],[] , , ,0,0
crested mangabey; Tana River crested mangabey,Cercocebus galeritus,Tana River mangabey (Cercocebus galeritus),Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus (1),Male head-and-body length: 49 â 63 cmFemale head-and-body length: 44 â 53 cmMale tail length: 62 â 76 cmFemale tail length: 40 â 60 cmMale weight: 9.6 â 10.2 kgFemale weight: 5.3 â 5.5 kg (2),The Tana River mangabey has a restricted range of just 60 km of the Tana River (10) and a highly fragmented population that is in continuing decline due to rapid habitat destruction (1). Without urgent action there is a high probability of this mangabey becoming extinct over the next 50 - 100 years (11). In 1994 it was estimated that just 1000 to 1200 individuals remained (1). The population is possibly much lower today since their habitat has been severely degraded since then with an approximate 30 % loss of original vegetation (10) (12). In addition local communities continue to degrade the remaining forest for products used in the construction of homes and canoes the collection of wild honey and the topping of date palms to make palm wine (12). As the average number of mangabey groups has been found to correlate with forest area and density of trees the loss and degradation of forest is a major cause for concern. Mangabey-human conflict has also increased in recent years due to crop-raiding resulting in traps being set (1).,The Tana River National Primate Reserve was established in 1976 to preserve the endemic and endangered Tana River mangabey and Tana River red colobus (<i>Colobus rufomitratus</i>) (13) but only covers part of the mangabey\xe2\x80\x99s range. A 5-year project with the World Bank and Global Environment Facility (GEF) was also started in 1996. Originally designed to relocate several hundred families that presently live within the reserve financial support was ultimately withdrawn before completion of the project (12). Sadly forests continue to decline and a new conservation approach is desperately needed to protect them where past approaches have failed. Their failure was largely due to disregard of land-tenure issues within the Reserve exclusion of local people from decision-making and neglect of forests outside the reserve (10). Solutions must be found for the problem of forest clearing and the harvesting of forest products must be better managed if there is any chance of protecting the habitat of this critically endangered primate and evading its otherwise imminent extinction. ,loss; , ,1,0
Gonospermum ptarmicaeflorum,Tanacetum ptarmiciflorum,Tanacetum (Tanacetum ptarmiciflorum),Plantae,Tracheophyta,Magnoliopsida,Asterales,Compositae,Tanacetum (1),Tanacetum (1),[],[] , , ,0,0
Rana nitida,Limnonectes nitidus,Tanah Rata wart frog (Limnonectes nitidus),Animalia,Chordata,Amphibia,Anura,Ranidae,Limnonectes (1),Limnonectes (1),[],[] , , ,0,0
Animalia,Lates angustifrons,Tanganyika lates (Lates angustifrons),Animalia,Chordata,Actinopterygii,Perciformes,Latidae,Lates (1),,[],[] , , ,0,0
Plantae,Tapirira rubrinervis,Tapirira (Tapirira rubrinervis),Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Tapirira (1),,[],[] , , ,0,0
Plantae,Tarenna agumbensis,Tarenna (Tarenna agumbensis),Plantae,Tracheophyta,Magnoliopsida,Rubiales,Rubiaceae,Tarenna (1),,[],[] , , ,0,0
Diable De Tasmanie,Sarcophilus harrisii,Tasmanian devil (Sarcophilus harrisii),Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus (1),Head-body length: 52.5 - 80 cm (2)Tail length: 23 - 30 cm (2)Max weight: 18 kg (3),Historically early European settlers considered the Tasmanian devil a nuisance that raided poultry coops and killed valuable livestock (1) (2) (3). As a consequence this iconic species was persecuted for many years through trapping and poisoning (1) (3). In the face of persecution deforestation and a severe epidemic in the early 20<sup>th</sup>century the Tasmanian devil became extremely rare until a protective law was passed in 1941 that saw its numbers gradually rise again (3). Although systematic poisoning resumed with questionable merit in the 1980s and 1990s by this stage the population had recovered sufficiently for the species to be abundant in many parts of Tasmania (2). Then in the mid 1990s disaster struck when a number of Tasmanian devils were sighted with strange facial tumours later discovered to be a fatal cancer now commonly known as Devil Facial Tumour Disease (DFTD) (3) (4) (5).\xa0,In the absence of drastic conservation measures the Tasmanian devil is projected to be extinct in the wild within 25 years (3). Fortunately considerable effort is being made at the local national and international level to prevent the realisation of this dire forecast. In May 2009 Australia\xe2\x80\x99s Federal Government uplisted the Tasmanian devil to the \xe2\x80\x98Endangered\xe2\x80\x99 category under the Commonwealth\xe2\x80\x99s Environment Protection and Biodiversity Conservation Act 1999 which will ensure the species receives greater protection under national environmental laws (3) (4). At the forefront of conservation efforts is the Save the Tasmanian Devil Program launched in 2003 and co-ordinated by the Tasmanian Government\xe2\x80\x99s Department of Primary Industries and Water (1) (3) (4). The focus of the program is: to continue to monitor the impact of DFTD on the Tasmanian devil population; to further investigate the disease including its transmission and causes; to develop methods of managing the impact of the disease; and to maintain an insurance population recruited from disease free areas. Should the need arise this captive bred insurance population could prove critical to establishing a healthy wild population in the wake of DFTDs devastating impact (3) (4). ,loss;disease;pet; , ,3,0
Animalia,Thorius troglodytes,Taylor's pigmy salamander  (Thorius troglodytes),Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Thorius (1),,[],[] , , ,0,0
Tehuantepec hare; Tehuantepec jack rabbit; tropical hare,Lepus flavigularis,Tehuantepec jackrabbit (Lepus flavigularis),Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus (1),2.5 - 4 kg (4),The Tehuantepec jackrabbit has a small and declining range and is now found in only four small and isolated populations with a total population size estimated at fewer than 1000 individuals\xa0(1)\xa0(6). The main threats to the species are habitat loss and hunting with grasslands converted to agriculture pasture or settlement or degraded by human-induced fires and introduced grasses and with hares shot for sport\xa0(1)\xa0(2)\xa0(5)\xa0(7). The species is also hunted for food and conservation laws are not being enforced\xa0(6). Low genetic variation in the tiny remaining population may pose an additional threat\xa0(1) potentially leading to <strong>inbreeding</strong>.,The Tehuantepec jackrabbit is listed as Critically Endangered by the Mexican government\xa0(1) (13) but conservation laws are not well enforced by local authorities\xa0(1) and the areas the species inhabits are unprotected\xa0(10). Effective protection of the species\xe2\x80\x99 habitat is urgently needed together with the preservation of its natural structure and diversity\xa0(4)\xa0(10). Other recommended conservation actions for the Tehuantepec jackrabbit include better regulation of hunting further research into the species captive breeding education programmes\xa0(2) and further surveys to clarify the extent of its distribution (14). It may also be important to recognise and manage the genetically distinct populations as individual units in order to avoid further loss of genetic diversity in this highly endangered species\xa0(9). ,loss;hunting; ,captive breeding;protected; ,2,2
